,source,postcode,house_is,property_subtype,rooms_number,area,equipped_kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,swimming_pool_has,region,building_state_agg,facades_number,price
5481,6,6700,HOUSE,HOUSE,1.0,3.912023005428146,True,False,False,False,0.0,False,0.0,0.0,False,W,good,3.0,165000.0
5482,6,3400,HOUSE,HOUSE,3.0,4.795790545596741,True,False,False,False,0.0,False,0.0,5.4116460518550396,False,F,good,3.0,175000.0
5483,6,9999,HOUSE,HOUSE,1.0,4.927253685157205,True,False,False,True,0.0,False,0.0,6.587550014824796,False,F,to_renovate,3.0,178000.0
5484,6,9340,HOUSE,HOUSE,2.0,4.382026634673881,True,False,False,True,0.0,False,0.0,4.553876891600541,False,F,good,3.0,179000.0
5485,6,9999,HOUSE,HOUSE,2.0,4.859812404361672,True,False,False,True,3.4657359027997265,True,5.298317366548036,5.521460917862246,False,W,good,3.0,190000.0
5486,6,8840,HOUSE,HOUSE,4.0,5.805134968916488,False,False,False,False,0.0,False,0.0,5.799092654460526,False,F,to_renovate,3.0,195000.0
5487,6,9999,HOUSE,HOUSE,3.0,5.3471075307174685,True,False,False,True,3.58351893845611,False,0.0,5.910796644040527,False,W,to_renovate,3.0,219950.0
5488,6,5060,HOUSE,HOUSE,3.0,5.043425116919247,True,False,False,True,3.4011973816621555,True,6.214608098422191,6.429719478039138,False,W,good,3.0,225000.0
5489,6,9999,HOUSE,HOUSE,2.0,4.867534450455582,True,False,False,False,0.0,False,0.0,6.535241271013659,False,W,good,3.0,235000.0
5490,6,9999,HOUSE,HOUSE,2.0,4.804021044733257,True,False,False,False,0.0,False,0.0,0.0,False,F,to_renovate,3.0,239000.0
5491,6,9999,HOUSE,HOUSE,5.0,5.521460917862246,True,False,False,True,3.8066624897703196,True,4.941642422609304,5.723585101952381,False,F,to_renovate,3.0,240000.0
5492,6,5190,HOUSE,HOUSE,3.0,4.74493212836325,True,False,False,True,3.6888794541139363,True,6.786716950605081,6.786716950605081,False,W,good,3.0,245000.0
5493,6,8000,HOUSE,HOUSE,1.0,4.382026634673881,True,False,True,True,2.0794415416798357,True,2.995732273553991,4.532599493153256,False,F,to_renovate,3.0,249950.0
5494,6,9999,HOUSE,HOUSE,2.0,4.74493212836325,True,False,False,False,0.0,False,0.0,5.82600010738045,False,W,good,3.0,255000.0
5495,6,1495,HOUSE,HOUSE,3.0,4.990432586778736,True,False,False,True,2.302585092994046,True,6.173786103901937,6.173786103901937,False,W,to_renovate,3.0,270000.0
5496,6,8820,HOUSE,HOUSE,3.0,5.318119993844216,False,False,False,True,0.0,False,0.0,4.9344739331306915,False,F,good,3.0,279000.0
5497,6,9999,HOUSE,HOUSE,4.0,5.521460917862246,True,False,False,True,0.0,False,0.0,7.382746449738912,False,W,good,3.0,280000.0
5498,6,9999,HOUSE,HOUSE,3.0,5.0106352940962555,True,False,True,True,2.995732273553991,True,6.1224928095143865,6.1224928095143865,False,W,good,3.0,296000.0
5499,6,9999,HOUSE,HOUSE,3.0,4.59511985013459,True,False,False,True,3.58351893845611,False,0.0,6.331501849893691,False,W,good,3.0,324000.0
5500,6,9999,HOUSE,HOUSE,3.0,4.867534450455582,True,False,False,False,0.0,False,0.0,7.399398083331354,False,F,to_renovate,3.0,329000.0
5501,6,2140,HOUSE,HOUSE,3.0,4.912654885736052,True,False,False,True,2.9444389791664403,True,4.04305126783455,5.030437921392435,False,F,good,3.0,330000.0
5502,6,3010,HOUSE,HOUSE,2.0,4.787491742782046,True,False,False,True,3.2188758248682006,False,0.0,4.465908118654584,False,F,good,3.0,340000.0
5503,6,3270,HOUSE,HOUSE,3.0,5.3706380281276624,True,False,False,True,3.2188758248682006,True,7.402451520818244,7.7142311448490855,False,F,good,3.0,349000.0
5504,6,9300,HOUSE,MANSION,3.0,5.204006687076795,False,False,False,True,0.0,False,0.0,5.075173815233827,False,F,to_renovate,2.0,349000.0
5505,6,9999,HOUSE,TOWN_HOUSE,4.0,5.313205979041787,True,False,False,True,3.332204510175204,False,0.0,4.430816798843313,False,F,good,3.0,379000.0
5506,6,2140,HOUSE,MANSION,5.0,5.272999558563747,True,False,False,True,2.1972245773362196,True,2.1972245773362196,4.174387269895637,False,F,good,2.0,395000.0
5507,6,9600,HOUSE,MANSION,4.0,5.736572297479192,True,True,False,True,4.007333185232471,True,5.298317366548036,6.040254711277414,False,F,renovated,2.0,395000.0
5508,6,9999,HOUSE,HOUSE,3.0,5.459585514144159,True,False,False,True,3.2188758248682006,True,7.365180126021013,7.649216319820633,False,F,renovated,3.0,398000.0
5509,6,9999,HOUSE,HOUSE,4.0,5.170483995038151,True,False,True,True,3.6888794541139363,True,3.912023005428146,5.375278407684165,False,F,renovated,3.0,399000.0
5510,6,5300,HOUSE,HOUSE,6.0,5.730099782973574,True,False,False,False,0.0,True,7.090076835776092,7.267525427828172,False,W,to_renovate,3.0,450000.0
5511,6,1380,HOUSE,HOUSE,4.0,5.1647859739235145,True,False,True,True,3.4011973816621555,True,7.24422751560335,7.3777589082278725,False,W,good,3.0,530000.0
5512,6,8200,HOUSE,VILLA,4.0,5.420534999272286,True,False,True,False,0.0,True,7.600902459542082,7.708410667257367,False,F,to_renovate,4.0,530000.0
5513,6,9400,HOUSE,VILLA,4.0,5.579729825986222,True,False,False,True,2.9444389791664403,False,0.0,6.879355804460439,False,F,good,4.0,595000.0
5514,6,2180,HOUSE,VILLA,3.0,5.697093486505405,True,False,True,False,0.0,True,5.780743515792329,6.579251212010101,False,F,good,4.0,649000.0
5515,6,1470,HOUSE,HOUSE,4.0,5.356586274672012,True,False,True,True,2.995732273553991,True,7.65728279297819,7.65728279297819,False,W,good,3.0,650000.0
5516,6,1410,HOUSE,EXCEPTIONAL_PROPERTY,5.0,5.886104031450156,True,False,True,True,3.912023005428146,False,0.0,6.756932389247553,False,W,good,4.0,799000.0
5517,6,1030,HOUSE,MANSION,5.0,5.579729825986222,True,False,False,True,3.4657359027997265,False,0.0,5.384495062789089,False,B,good,2.0,825000.0
5518,6,1500,HOUSE,EXCEPTIONAL_PROPERTY,3.0,5.135798437050262,True,False,False,False,0.0,False,0.0,7.894690850425624,False,F,good,4.0,1000000.0
5519,6,1150,HOUSE,VILLA,5.0,5.634789603169249,True,False,False,True,2.4849066497880004,True,6.878326468291325,6.878326468291325,False,B,to_renovate,4.0,1050000.0
5520,6,1150,HOUSE,VILLA,5.0,5.991464547107982,True,False,False,True,3.2188758248682006,False,0.0,6.70808408385307,False,B,good,4.0,1325000.0
5521,6,8300,HOUSE,HOUSE,6.0,5.501258210544727,True,False,False,True,2.302585092994046,True,3.58351893845611,5.209486152841421,False,F,good,3.0,1495000.0
5522,6,1050,HOUSE,MANSION,6.0,6.551080335043404,True,False,False,True,3.4011973816621555,True,5.69035945432406,6.218600119691729,False,B,good,2.0,4950000.0
5523,6,7860,HOUSE,BUNGALOW,2.0,4.543294782270004,True,False,False,True,0.0,False,0.0,6.8690144506657065,False,W,good,0.0,200000.0
5524,6,1040,HOUSE,HOUSE,3.0,4.77912349311153,False,False,False,False,0.0,True,2.70805020110221,4.276666119016055,False,B,to_renovate,3.0,350000.0
5525,6,9999,HOUSE,HOUSE,5.0,5.298317366548036,True,False,False,False,0.0,False,0.0,7.122866658599083,False,W,good,3.0,360000.0
5526,6,1640,HOUSE,VILLA,4.0,5.703782474656201,True,False,False,False,0.0,False,0.0,7.6638772587034705,False,F,good,4.0,695000.0
5527,6,2018,HOUSE,HOUSE,6.0,6.238324625039508,False,False,False,True,3.8066624897703196,False,0.0,0.0,False,F,good,3.0,1345000.0
5528,6,8400,HOUSE,HOUSE,3.0,5.0106352940962555,False,False,False,True,0.0,False,0.0,4.060443010546419,False,F,good,3.0,227500.0
5529,6,9230,HOUSE,TOWN_HOUSE,2.0,4.7535901911063645,True,False,False,True,0.0,False,0.0,6.769641976852503,False,F,good,3.0,235000.0
5530,6,9999,HOUSE,HOUSE,4.0,5.288267030694535,True,False,False,False,0.0,True,5.726847747587197,5.921578419643816,False,F,good,3.0,309000.0
5531,6,2850,HOUSE,HOUSE,3.0,5.087596335232384,True,False,False,False,0.0,False,0.0,4.927253685157205,False,F,good,3.0,318000.0
5532,6,9999,HOUSE,HOUSE,3.0,4.90527477843843,True,False,False,True,3.8066624897703196,True,6.230481447578482,6.3818160174060985,False,F,good,3.0,320000.0
5533,6,9999,HOUSE,HOUSE,4.0,5.081404364984463,True,False,False,True,2.772588722239781,False,0.0,5.961005339623274,False,F,good,3.0,359000.0
5534,6,8310,HOUSE,HOUSE,3.0,4.867534450455582,True,False,False,True,3.2188758248682006,True,5.170483995038151,5.713732805509369,False,F,good,3.0,375000.0
5535,6,2870,HOUSE,HOUSE,3.0,5.087596335232384,True,False,False,False,0.0,False,0.0,6.354370040797351,False,F,good,3.0,387500.0
5536,6,1325,HOUSE,VILLA,5.0,5.579729825986222,True,False,False,True,0.0,False,0.0,6.919683849847411,False,W,good,4.0,649000.0
5537,6,9999,HOUSE,HOUSE,4.0,5.768320995793772,False,False,False,False,0.0,False,0.0,6.684611727667927,False,W,good,3.0,465000.0
5538,6,4102,HOUSE,HOUSE,3.0,5.003946305945459,True,False,False,True,0.0,False,0.0,6.052089168924417,False,W,good,3.0,269000.0
5539,6,8840,HOUSE,HOUSE,4.0,5.8971538676367405,False,False,False,False,0.0,False,0.0,7.450079569807499,False,F,good,3.0,370000.0
5540,6,2220,HOUSE,HOUSE,7.0,5.849324779946859,True,False,False,True,0.0,False,0.0,6.684611727667927,False,F,good,3.0,635000.0
5541,6,1370,HOUSE,HOUSE,1.0,4.189654742026425,False,False,False,True,0.0,False,0.0,4.382026634673881,False,W,to_renovate,3.0,70000.0
5542,6,8380,HOUSE,HOUSE,3.0,4.6443908991413725,False,False,False,False,0.0,True,4.31748811353631,4.919980925828125,False,F,to_renovate,3.0,145000.0
5543,6,1640,HOUSE,VILLA,5.0,7.029972911706386,True,False,False,True,0.0,True,0.0,8.294049640102028,True,F,good,4.0,3990000.0
5544,6,9999,HOUSE,HOUSE,3.0,5.7745515455444085,False,False,False,True,2.70805020110221,False,0.0,5.645446897643238,False,F,good,3.0,295000.0
5545,6,4130,HOUSE,BUNGALOW,3.0,5.043425116919247,True,False,False,True,0.0,True,6.843749949006225,7.00397413672268,False,W,good,0.0,395000.0
5546,6,9300,HOUSE,HOUSE,2.0,4.787491742782046,True,False,False,True,1.9459101490553132,False,0.0,4.2626798770413155,False,F,to_renovate,3.0,169000.0
5547,6,9999,HOUSE,HOUSE,2.0,4.941642422609304,False,False,False,False,0.0,False,0.0,5.19295685089021,False,F,good,3.0,179000.0
5548,6,2060,HOUSE,HOUSE,3.0,4.770684624465665,True,False,False,True,2.3978952727983707,False,0.0,0.0,False,F,good,3.0,325000.0
5549,6,7100,HOUSE,HOUSE,3.0,4.553876891600541,True,False,False,False,0.0,False,0.0,5.298317366548036,False,W,good,3.0,195000.0
5550,6,7370,HOUSE,HOUSE,3.0,5.25227342804663,True,False,False,True,3.4011973816621555,False,0.0,4.941642422609304,False,W,good,3.0,158000.0
5551,6,7340,HOUSE,HOUSE,3.0,5.075173815233827,False,False,False,False,0.0,False,0.0,5.703782474656201,False,W,to_renovate,3.0,199500.0
5552,6,1785,HOUSE,HOUSE,2.0,4.8283137373023015,True,False,False,False,0.0,False,0.0,4.941642422609304,False,F,to_renovate,3.0,229000.0
5553,6,2500,HOUSE,VILLA,8.0,6.684611727667927,True,False,False,True,0.0,True,7.824046010856292,8.411832675758411,True,F,good,4.0,2875000.0
5554,6,6030,HOUSE,HOUSE,4.0,4.941642422609304,True,False,False,True,0.0,True,4.605170185988092,5.075173815233827,False,W,to_renovate,3.0,99900.0
5555,6,7370,HOUSE,HOUSE,1.0,4.060443010546419,True,False,False,False,0.0,False,0.0,0.0,False,W,to_renovate,3.0,60000.0
5556,6,4100,HOUSE,HOUSE,2.0,4.787491742782046,True,False,False,False,0.0,False,0.0,0.0,False,W,to_renovate,3.0,69000.0
5557,6,9999,HOUSE,HOUSE,2.0,4.74493212836325,True,False,False,False,0.0,True,4.0943445622221,0.0,False,W,to_renovate,3.0,95000.0
5558,6,9999,HOUSE,HOUSE,2.0,4.962844630259907,False,False,False,True,2.302585092994046,True,3.8066624897703196,4.700480365792417,False,W,good,3.0,124000.0
5559,6,9999,HOUSE,HOUSE,2.0,4.672828834461906,False,False,False,False,0.0,False,0.0,6.09807428216624,False,W,good,3.0,140000.0
5560,6,9340,HOUSE,HOUSE,3.0,4.867534450455582,True,False,False,False,0.0,True,3.4011973816621555,4.897839799950911,False,F,to_renovate,3.0,159000.0
5561,6,9999,HOUSE,HOUSE,3.0,5.37989735354046,False,False,False,False,0.0,False,0.0,6.919683849847411,False,W,to_renovate,3.0,160000.0
5562,6,8670,HOUSE,CHALET,3.0,4.127134385045092,False,True,False,True,2.4849066497880004,True,4.477336814478207,4.912654885736052,False,F,good,0.0,185000.0
5563,6,9300,HOUSE,HOUSE,2.0,4.653960350157523,True,False,False,False,0.0,False,0.0,3.9512437185814275,False,F,good,3.0,199000.0
5564,6,9999,HOUSE,HOUSE,3.0,5.220355825078324,True,False,False,True,4.0943445622221,True,6.507277712385012,6.646390514847729,False,W,good,3.0,229000.0
5565,6,8580,HOUSE,HOUSE,4.0,5.739792912179234,False,False,False,False,0.0,False,0.0,5.929589143389895,False,F,good,3.0,260000.0
5566,6,9999,HOUSE,HOUSE,2.0,5.272999558563747,True,False,False,False,0.0,False,0.0,5.934894195619588,False,F,good,3.0,260000.0
5567,6,8840,HOUSE,HOUSE,3.0,5.41610040220442,True,False,False,False,0.0,True,6.152732694704104,6.3835066348840055,False,F,good,3.0,265000.0
5568,6,9300,HOUSE,HOUSE,3.0,5.19295685089021,True,False,False,True,3.4011973816621555,False,0.0,5.568344503761097,False,F,good,3.0,289000.0
5569,6,7000,HOUSE,HOUSE,2.0,3.912023005428146,True,False,False,False,0.0,False,0.0,0.0,False,W,good,3.0,295000.0
5570,6,9999,HOUSE,HOUSE,3.0,4.941642422609304,True,False,False,True,2.70805020110221,True,5.945420608606575,5.945420608606575,False,W,good,3.0,299000.0
5571,6,9999,HOUSE,HOUSE,3.0,4.8283137373023015,True,False,False,True,0.0,False,0.0,0.0,False,F,good,3.0,299000.0
5572,6,8000,HOUSE,HOUSE,4.0,4.983606621708336,True,False,False,False,0.0,False,0.0,4.997212273764115,False,F,good,3.0,299000.0
5573,6,9999,HOUSE,EXCEPTIONAL_PROPERTY,4.0,5.594711379601839,True,False,False,True,0.0,False,0.0,6.755768921984255,False,W,good,4.0,315000.0
5574,6,9300,HOUSE,HOUSE,3.0,5.043425116919247,True,False,False,True,0.0,False,0.0,5.41610040220442,False,F,good,3.0,318000.0
5575,6,9999,HOUSE,VILLA,3.0,4.820281565605037,True,False,False,True,0.0,True,5.857933154483459,6.532334292222349,False,W,good,4.0,319000.0
5576,6,9890,HOUSE,HOUSE,3.0,5.093750200806762,False,False,False,False,0.0,False,0.0,5.293304824724492,False,F,good,3.0,340280.0
5577,6,9999,HOUSE,HOUSE,4.0,5.497168225293202,True,False,False,False,0.0,True,5.703782474656201,7.792348924113037,False,F,good,3.0,343500.0
5578,6,1300,HOUSE,HOUSE,3.0,4.941642422609304,True,False,True,True,0.0,False,0.0,6.208590026096629,False,W,to_renovate,3.0,350000.0
5579,6,9999,HOUSE,HOUSE,6.0,5.438079308923196,True,False,False,True,0.0,False,0.0,6.907755278982137,False,W,good,3.0,350000.0
5580,6,2300,HOUSE,HOUSE,2.0,5.043425116919247,True,False,False,True,4.68213122712422,False,0.0,5.0689042022202315,False,F,good,3.0,350000.0
5581,6,9999,HOUSE,HOUSE,3.0,4.990432586778736,True,False,False,False,0.0,False,0.0,5.5254529391317835,False,F,good,3.0,350000.0
5582,6,9999,HOUSE,HOUSE,3.0,5.220355825078324,True,False,True,False,0.0,False,0.0,6.309918278226516,False,F,good,3.0,359000.0
5583,6,1370,HOUSE,HOUSE,3.0,5.135798437050262,True,False,False,True,3.4011973816621555,True,6.396929655216146,6.871091294610546,False,W,good,3.0,389000.0
5584,6,8800,HOUSE,HOUSE,2.0,5.0106352940962555,True,False,False,False,0.0,False,0.0,6.218600119691729,False,F,good,3.0,390000.0
5585,6,9470,HOUSE,HOUSE,4.0,5.19295685089021,True,False,False,True,3.332204510175204,False,0.0,5.1647859739235145,False,F,good,3.0,396000.0
5586,6,3140,HOUSE,VILLA,4.0,5.393627546352362,True,False,False,False,0.0,False,0.0,7.4815557019095165,False,F,good,4.0,415000.0
5587,6,1083,HOUSE,HOUSE,4.0,5.572154032177765,False,False,False,False,0.0,True,3.871201010907891,0.0,False,B,to_renovate,3.0,450000.0
5588,6,1200,HOUSE,HOUSE,4.0,4.941642422609304,True,False,False,True,2.70805020110221,True,4.605170185988092,5.117993812416755,False,B,to_renovate,3.0,450000.0
5589,6,1380,HOUSE,HOUSE,3.0,5.3471075307174685,True,False,False,True,4.31748811353631,True,6.745236349484363,6.672032945461067,False,W,good,3.0,475000.0
5590,6,5030,HOUSE,VILLA,4.0,5.480638923341991,True,False,True,True,3.2188758248682006,True,6.396929655216146,7.009408932708637,False,W,good,4.0,475000.0
5591,6,9999,HOUSE,HOUSE,3.0,5.135798437050262,True,False,False,True,0.0,False,0.0,6.684611727667927,False,F,good,3.0,499000.0
5592,6,9999,HOUSE,COUNTRY_COTTAGE,4.0,5.3230099791384085,True,False,False,False,0.0,False,0.0,9.409191230721348,False,F,good,0.0,549000.0
5593,6,9000,HOUSE,HOUSE,4.0,5.537334267018537,False,False,False,False,0.0,False,0.0,5.393627546352362,False,F,good,3.0,750000.0
5594,6,2300,HOUSE,VILLA,5.0,6.049733455231958,True,False,False,True,0.0,False,0.0,8.10711747075039,False,F,good,4.0,795000.0
5595,6,3090,HOUSE,HOUSE,4.0,6.1092475827643655,False,False,False,False,0.0,False,0.0,5.616771097666572,False,F,good,3.0,875000.0
5596,6,8000,HOUSE,HOUSE,4.0,5.501258210544727,True,False,True,True,3.4011973816621555,True,5.857933154483459,6.505784060128229,False,F,good,3.0,920000.0
5597,6,1380,HOUSE,VILLA,5.0,5.616771097666572,True,False,False,True,3.912023005428146,True,7.817222785508166,7.92443418488756,False,W,good,4.0,935000.0
5598,6,9999,HOUSE,MANOR_HOUSE,4.0,6.907755278982137,False,False,False,False,0.0,False,0.0,9.12598002335811,False,F,good,0.0,1125000.0
5599,6,1200,HOUSE,HOUSE,5.0,5.634789603169249,True,False,False,True,3.4011973816621555,False,0.0,0.0,False,B,good,3.0,1200000.0
5600,6,2900,HOUSE,VILLA,5.0,6.327936783729195,False,False,False,True,0.0,True,8.068716192714781,8.102889134640868,True,F,good,4.0,1200000.0
5601,6,1420,HOUSE,VILLA,6.0,6.802394763324311,False,False,False,True,0.0,False,0.0,8.039157390473237,False,W,good,4.0,2900000.0
5602,6,9999,HOUSE,HOUSE,3.0,5.459585514144159,False,False,False,False,0.0,False,0.0,5.0106352940962555,False,W,to_renovate,3.0,115000.0
5603,6,9400,HOUSE,HOUSE,2.0,4.406719247264253,True,False,False,True,2.1972245773362196,False,0.0,4.382026634673881,False,F,to_renovate,3.0,119000.0
5604,6,8600,HOUSE,HOUSE,2.0,4.624972813284271,True,False,False,False,0.0,False,0.0,4.343805421853684,False,F,good,3.0,149000.0
5605,6,9999,HOUSE,HOUSE,4.0,5.402677381872279,True,False,False,True,0.0,True,7.24422751560335,7.352441100243583,False,F,to_renovate,3.0,199000.0
5606,6,8820,HOUSE,HOUSE,3.0,4.663439094112067,True,False,False,False,0.0,True,0.0,5.966146739123692,False,F,good,3.0,199000.0
5607,6,9999,HOUSE,HOUSE,2.0,4.574710978503383,True,False,False,True,1.9459101490553132,False,0.0,4.574710978503383,False,F,good,3.0,208067.0
5608,6,8380,HOUSE,HOUSE,3.0,4.787491742782046,True,False,False,True,2.5649493574615367,True,5.393627546352362,5.8805329864007,False,F,to_renovate,3.0,209000.0
5609,6,9230,HOUSE,HOUSE,2.0,4.77912349311153,True,False,False,True,0.0,False,0.0,4.700480365792417,False,F,good,3.0,215000.0
5610,6,8370,HOUSE,HOUSE,3.0,5.111987788356544,True,False,False,False,0.0,True,3.7376696182833684,4.897839799950911,False,F,good,3.0,219000.0
5611,6,9999,HOUSE,HOUSE,5.0,5.484796933490655,True,False,False,False,0.0,True,0.0,6.511745329644728,False,F,good,3.0,225000.0
5612,6,8400,HOUSE,HOUSE,4.0,5.135798437050262,True,False,False,False,0.0,False,0.0,4.442651256490317,False,F,good,3.0,239000.0
5613,6,9660,HOUSE,HOUSE,4.0,5.25227342804663,True,False,False,True,2.70805020110221,True,5.298317366548036,5.6240175061873385,False,F,good,3.0,245000.0
5614,6,8700,HOUSE,HOUSE,4.0,5.0106352940962555,True,False,False,False,0.0,False,0.0,5.683579767338681,False,F,good,3.0,249000.0
5615,6,8370,HOUSE,HOUSE,4.0,5.0238805208462765,True,False,False,True,0.0,True,8.366370301681654,9.495519314209846,False,F,good,3.0,269000.0
5616,6,9999,HOUSE,HOUSE,4.0,5.075173815233827,False,False,False,False,0.0,False,0.0,5.805134968916488,False,F,renovated,3.0,280000.0
5617,6,8000,HOUSE,HOUSE,2.0,4.110873864173311,True,False,False,True,1.9459101490553132,False,0.0,3.9318256327243257,False,F,good,3.0,285000.0
5618,6,8820,HOUSE,HOUSE,4.0,5.493061443340548,True,False,False,True,2.4849066497880004,True,0.0,6.70073110954781,False,F,good,3.0,310000.0
5619,6,9999,HOUSE,HOUSE,4.0,5.298317366548036,True,False,False,True,0.0,True,0.0,6.467698726104354,False,F,to_renovate,3.0,320000.0
5620,6,9999,HOUSE,VILLA,4.0,5.10594547390058,True,False,False,True,0.0,False,0.0,6.396929655216146,False,F,good,4.0,325000.0
5621,6,9620,HOUSE,VILLA,3.0,4.844187086458591,True,False,False,True,0.0,False,0.0,5.991464547107982,False,F,good,4.0,339000.0
5622,6,8620,HOUSE,HOUSE,4.0,5.075173815233827,True,False,False,True,0.0,False,0.0,5.697093486505405,False,F,good,3.0,345000.0
5623,6,9620,HOUSE,VILLA,3.0,5.327876168789581,True,False,False,True,0.0,True,6.907755278982137,7.090076835776092,False,F,good,4.0,345000.0
5624,6,1420,HOUSE,TOWN_HOUSE,2.0,4.499809670330265,True,False,False,True,2.8903717578961645,False,0.0,4.59511985013459,False,W,good,3.0,349000.0
5625,6,9999,HOUSE,HOUSE,3.0,4.927253685157205,True,False,False,True,0.0,False,0.0,5.971261839790462,False,F,good,3.0,349500.0
5626,6,8020,HOUSE,HOUSE,3.0,5.272999558563747,True,False,False,False,0.0,False,0.0,7.300472814267799,False,F,to_renovate,3.0,375000.0
5627,6,8200,HOUSE,HOUSE,4.0,5.0238805208462765,True,False,False,True,0.0,False,0.0,5.6240175061873385,False,F,good,3.0,375000.0
5628,6,9280,HOUSE,VILLA,2.0,4.90527477843843,True,False,False,True,0.0,False,0.0,6.46302945692067,False,F,good,4.0,375000.0
5629,6,8380,HOUSE,HOUSE,5.0,6.338594078203183,True,False,False,True,0.0,True,10.584055950889214,6.416732282512326,False,F,good,3.0,379000.0
5630,6,9999,HOUSE,HOUSE,3.0,4.787491742782046,True,False,False,False,0.0,False,0.0,6.437751649736401,False,F,good,3.0,389000.0
5631,6,9999,HOUSE,VILLA,2.0,5.043425116919247,True,False,False,True,3.5553480614894135,True,6.429719478039138,6.429719478039138,False,F,good,4.0,395000.0
5632,6,8200,HOUSE,HOUSE,3.0,5.135798437050262,True,False,False,True,0.0,False,0.0,6.802394763324311,False,F,good,3.0,399000.0
5633,6,9999,HOUSE,VILLA,4.0,5.365976015021851,True,False,False,True,0.0,False,0.0,7.090076835776092,False,F,good,4.0,419500.0
5634,6,2930,HOUSE,HOUSE,3.0,5.170483995038151,True,False,False,True,0.0,False,0.0,5.988961416889864,False,F,good,3.0,425000.0
5635,6,8370,HOUSE,VILLA,3.0,5.135798437050262,True,False,False,False,0.0,False,0.0,6.507277712385012,False,F,good,4.0,425000.0
5636,6,9999,HOUSE,VILLA,4.0,5.616771097666572,True,False,False,True,2.995732273553991,False,0.0,6.7912214627261855,False,F,good,4.0,449000.0
5637,6,9999,HOUSE,VILLA,3.0,5.5134287461649825,True,False,False,True,0.0,False,0.0,7.587817219993427,False,F,good,4.0,529000.0
5638,6,8490,HOUSE,HOUSE,4.0,5.71042701737487,True,False,False,True,0.0,False,0.0,6.903747257584598,False,F,good,3.0,565000.0
5639,6,8000,HOUSE,HOUSE,5.0,5.455321115357702,False,False,False,False,0.0,True,3.8066624897703196,5.043425116919247,False,F,good,3.0,579000.0
5640,6,8430,HOUSE,VILLA,4.0,5.247024072160486,True,False,False,True,0.0,False,0.0,6.639875833826536,False,F,good,4.0,585000.0
5641,6,2000,HOUSE,HOUSE,3.0,5.313205979041787,True,False,False,True,0.0,False,0.0,7.600902459542082,False,F,good,3.0,660000.0
5642,6,9999,HOUSE,VILLA,3.0,5.58724865840025,True,False,False,True,0.0,False,0.0,6.703188113240863,False,F,good,4.0,695000.0
5643,6,8620,HOUSE,MANSION,5.0,5.808142489980444,False,False,False,True,0.0,False,0.0,0.0,False,F,good,2.0,695000.0
5644,6,9999,HOUSE,VILLA,4.0,5.3230099791384085,True,False,True,True,3.6888794541139363,True,6.684611727667927,7.224753405767971,False,F,good,4.0,745000.0
5645,6,1332,HOUSE,HOUSE,5.0,5.940171252720432,True,False,False,True,5.298317366548036,False,0.0,7.487173694213739,False,W,good,3.0,785000.0
5646,6,8210,HOUSE,HOUSE,5.0,6.20455776256869,True,False,False,True,0.0,True,0.0,7.693025748417888,False,F,good,3.0,1075000.0
5647,6,8200,HOUSE,VILLA,3.0,5.598421958998375,True,False,False,True,0.0,False,0.0,7.783224016336037,False,F,good,4.0,1190000.0
5648,6,9999,HOUSE,VILLA,5.0,5.799092654460526,True,False,False,True,0.0,False,0.0,7.989560449333865,False,F,renovated,4.0,1250000.0
5649,6,1150,HOUSE,HOUSE,5.0,5.676753802268282,True,False,False,True,3.713572066704308,True,4.787491742782046,5.8289456176102075,False,B,good,3.0,1295000.0
5650,6,1380,HOUSE,HOUSE,4.0,6.366470447731438,True,False,False,True,3.6888794541139363,False,0.0,7.520234556474628,True,W,good,3.0,1490000.0
5651,6,3010,HOUSE,HOUSE,3.0,5.062595033026967,True,False,False,True,0.0,False,0.0,6.073044534100405,False,F,good,3.0,439000.0
5652,6,9999,HOUSE,HOUSE,3.0,5.123963979403259,True,False,False,True,3.258096538021482,True,5.58724865840025,5.857933154483459,False,F,good,3.0,310000.0
5653,6,9999,HOUSE,HOUSE,3.0,5.365976015021851,True,False,False,True,3.367295829986474,True,5.204006687076795,5.6240175061873385,False,F,good,3.0,325000.0
5654,6,8020,HOUSE,HOUSE,3.0,5.43372200355424,True,False,False,True,2.1972245773362196,True,4.762173934797756,5.298317366548036,False,F,good,3.0,327500.0
5655,6,8020,HOUSE,HOUSE,4.0,5.459585514144159,True,False,False,True,2.1972245773362196,True,5.117993812416755,5.53338948872752,False,F,good,3.0,342500.0
5656,6,8020,HOUSE,HOUSE,3.0,5.41610040220442,True,False,False,True,3.091042453358316,True,5.955837369464831,6.257667587882639,False,F,good,3.0,410000.0
5657,6,9999,HOUSE,HOUSE,3.0,5.375278407684165,True,False,False,False,0.0,True,6.551080335043404,0.0,False,F,good,3.0,525000.0
5658,6,8300,HOUSE,EXCEPTIONAL_PROPERTY,5.0,5.703782474656201,True,False,False,True,0.0,False,0.0,6.214608098422191,False,F,good,4.0,1845000.0
5659,6,2100,HOUSE,HOUSE,4.0,5.231108616854587,True,False,False,False,0.0,False,0.0,4.8283137373023015,False,F,good,3.0,299000.0
5660,6,1370,HOUSE,HOUSE,3.0,5.075173815233827,True,False,False,True,3.332204510175204,True,6.684611727667927,8.68270762989381,True,W,good,3.0,449000.0
